pp block trl_number cat_correct resp acc RT
1010 test 35 1 1 1 1542
1010 test 36 1 1 1 2317
1010 test 37 1 1 1 1910
1010 test 38 1 1 1 1839
1010 test 39 1 1 1 2190
1010 test 40 1 1 1 1792
1010 test 41 2 2 1 12572
1010 test 42 1 1 1 2262
1010 test 43 2 2 1 2429
1010 test 44 2 2 1 2151
1010 test 45 2 1 0 2206
1010 test 46 1 1 1 2470
1010 test 47 2 2 1 1783
1010 test 48 2 1 0 3117
1010 test 49 2 2 1 6173
1010 test 50 2 2 1 2102
1010 test 51 2 1 0 3646
1010 test 52 1 1 1 2869
1010 test 53 2 2 1 1430
1010 test 54 1 1 1 2350
1010 test 55 1 1 1 2678
1010 test 56 1 2 0 2054
1010 test 57 2 2 1 2381
1010 test 58 2 1 0 2781
1010 test 59 2 2 1 2660
1010 test 60 2 2 1 2470
1010 test 61 1 1 1 2302
1010 test 62 1 1 1 2133
1010 test 63 1 1 1 4422
1010 test 64 2 2 1 2854
1010 test 65 2 2 1 2670
1010 test 66 2 2 1 2415
1010 test 67 2 2 1 2285
1010 test 68 2 2 1 2766
1010 test 69 1 1 1 3398
1010 test 70 1 2 0 1927
1010 test 71 2 2 1 7061
1010 test 72 1 1 1 2062
1010 test 73 2 2 1 7126
1010 test 74 1 1 1 3037
1010 test 75 2 2 1 4093
1010 test 76 1 1 1 2934
1010 test 77 1 1 1 4333
1010 test 78 2 2 1 3677
1010 test 79 2 2 1 2375
1010 test 80 1 1 1 2806
1010 test 81 2 2 1 2374
1010 test 82 2 2 1 2175
1010 test 83 2 2 1 2221
1010 test 84 1 1 1 2542
1010 test 85 1 1 1 1677
1010 test 86 2 2 1 2533
1010 test 87 1 1 1 2918
1010 test 88 2 2 1 4525
1010 test 89 1 1 1 2597
1010 test 90 1 1 1 3045
1010 test 91 2 2 1 4448
1010 test 92 1 1 1 2717
1010 test 93 1 1 1 2445
1010 test 94 1 1 1 2030
1010 test 95 1 1 1 2453
1010 test 96 1 1 1 3847
1010 test 97 2 2 1 2310
1010 test 98 1 1 1 2655
1010 test 99 2 2 1 2030
1010 test 100 2 2 1 2911
1011 practice 0 1 1 1 2272
1011 practice 0 2 2 1 1722
1011 practice 0 2 2 1 2810
1011 practice 0 1 1 1 2513
1011 test 0 1 1 1 2056
1011 test 1 2 2 1 2016
1011 test 2 1 1 1 2408
1011 test 3 2 2 1 1767
1011 test 4 1 2 0 2175
1011 test 5 1 1 1 2679
1011 test 6 1 1 1 2209
1011 test 7 1 1 1 1798
1011 test 8 2 2 1 1615
1011 test 9 2 2 1 1780
1011 test 10 1 1 1 2024
1011 test 11 2 2 1 3404
1011 test 12 1 1 1 2659
1011 test 13 1 1 1 1606
1011 test 14 2 2 1 1785
1011 test 15 2 2 1 2703
1011 test 16 1 1 1 2006
1011 test 17 1 1 1 1781
1011 test 18 2 2 1 2382
1011 test 19 2 2 1 2031
1011 test 20 2 2 1 1844
1011 test 21 1 1 1 2443
1011 test 22 2 2 1 2124
1011 test 23 1 1 1 1428
1011 test 24 2 2 1 2004
1011 test 25 2 2 1 2019
1011 test 26 2 2 1 1691
1011 test 27 1 1 1 1795
1011 test 28 1 1 1 1476
1011 test 29 1 1 1 2027
